id,Regdex,Natdex,Pokemon,Type,Type2,NatdexSimp,PokemonImgLink,PokedexEntry
620,#126,#620,Mienshao,Fighting,Fighting,620,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/620.png?raw=true,"Delivered at blinding speeds, kicks from this Pokémon can shatter massive boulders into tiny pieces."
621,#127,#621,Druddigon,Dragon,Dragon,621,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/621.png?raw=true,"It races through narrow caves, using its sharp claws to catch prey. The skin on its face is harder than a rock."
622,#128,#622,Golett,Ground,Ghost,622,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/622.png?raw=true,"They were sculpted from clay in ancient times. No one knows why, but some of them are driven to continually line up boulders."
623,#129,#623,Golurk,Ground,Ghost,623,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/623.png?raw=true,It is said that Golurk were ordered to protect people and Pokémon by the ancient people who made them.
624,#130,#624,Pawniard,Dark,Steel,624,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/624.png?raw=true,"Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey."
625,#131,#625,Bisharp,Dark,Steel,625,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/625.png?raw=true,Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.
626,#132,#626,Bouffalant,Normal,Normal,626,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/626.png?raw=true,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt."
627,#133,#627,Rufflet,Normal,Flying,627,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/627.png?raw=true,"It stands up to massive opponents, not out of courage, but out of recklessness. But that is how it gets stronger."
628,#134,#628,Braviary,Normal,Flying,628,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/628.png?raw=true,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.
629,#135,#629,Vullaby,Dark,Flying,629,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/629.png?raw=true,Its healthy appetite leads to visible growth spurts. It often has to replace the bones it wears as its size increases.
630,#136,#630,Mandibuzz,Dark,Flying,630,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/630.png?raw=true,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.
631,#137,#631,Heatmor,Fire,Fire,631,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/631.png?raw=true,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them."
632,#138,#632,Durant,Bug,Steel,632,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/632.png?raw=true,"Individuals each play different roles in driving Heatmor, their natural predator, away from their colony."
633,#139,#633,Deino,Dark,Dragon,633,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/633.png?raw=true,"They cannot see, so they tackle and bite to learn about their surroundings. Their bodies are covered in wounds."
634,#140,#634,Zweilous,Dark,Dragon,634,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/634.png?raw=true,The two heads do not get along. Whichever head eats more than the other gets to be the leader.
635,#141,#635,Hydreigon,Dark,Dragon,635,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/635.png?raw=true,The heads on their arms do not have brains. They use all three heads to consume and destroy everything.
636,#142,#636,Larvesta,Bug,Fire,636,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/636.png?raw=true,Larvesta’s body is warm all over. It spouts fire from the tips of its horns to intimidate predators and scare prey.
637,#143,#637,Volcarona,Bug,Fire,637,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/637.png?raw=true,This Pokémon emerges from a cocoon formed of raging flames. Ancient murals depict Volcarona as a deity of fire.
638,#144,#638,Cobalion,Steel,Fighting,638,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/638.png?raw=true,"This Pokémon appears in a legend alongside Terrakion and Virizion, fighting against humans in defense of the Unova region’s Pokémon."
639,#145,#639,Terrakion,Rock,Fighting,639,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/639.png?raw=true,It has phenomenal power. It will mercilessly crush anyone or anything that bullies small Pokémon.
640,#146,#640,Virizion,Grass,Fighting,640,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/640.png?raw=true,"Its head sprouts horns as sharp as blades. Using whirlwind-like movements, it confounds and swiftly cuts opponents."
641,#147,#641,Tornadus,Flying,Flying,641,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/641.png?raw=true,"Tornadus expels massive energy from its tail, causing severe storms. Its power is great enough to blow houses away."
642,#148,#642,Thundurus,Electric,Flying,642,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/642.png?raw=true,Countless charred remains mar the landscape of places through which Thundurus has passed.
643,#149,#643,Reshiram,Dragon,Fire,643,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/643.png?raw=true,This legendary Pokémon can scorch the world with fire. It helps those who want to build a world of truth.
644,#150,#644,Zekrom,Dragon,Electric,644,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/644.png?raw=true,This legendary Pokémon can scorch the world with lightning. It assists those who want to build an ideal world.
645,#151,#645,Landorus,Ground,Flying,645,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/645.png?raw=true,"When the incarnations of wind and of lightning clash, Landorus arrives to quell the conflict. After the tempests and thunderbolts abate, the land is sure to be blessed with bountiful harvests."
646,#152,#646,Kyurem,Dragon,Ice,646,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/646.png?raw=true,It can produce ultracold air. Its body is frozen.
647,#153,#647,Keldeo,Water,Fighting,647,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/647.png?raw=true,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling."
648,#154,#648,Meloetta,Normal,Psychic,648,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/648.png?raw=true,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
649,#155,#649,Genesect,Bug,Steel,649,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/649.png?raw=true,This ancient bug Pokémon was altered by Team Plasma. They upgraded the cannon on its back.
650,#001Ce,#650,Chespin,Grass,Grass,650,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/650.png?raw=true,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock."
651,#002Ce,#651,Quilladin,Grass,Grass,651,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/651.png?raw=true,They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.
652,#003Ce,#652,Chesnaught,Grass,Fighting,652,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/652.png?raw=true,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.
653,#004Ce,#653,Fennekin,Fire,Fire,653,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/653.png?raw=true,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears."
654,#005Ce,#654,Braixen,Fire,Fire,654,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/654.png?raw=true,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle."
655,#006Ce,#655,Delphox,Fire,Psychic,655,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/655.png?raw=true,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future."
656,#007Ce,#656,Froakie,Water,Water,656,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/656.png?raw=true,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.
657,#008Ce,#657,Frogadier,Water,Water,657,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/657.png?raw=true,"Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time."
658,#009Ce,#658,Greninja,Water,Dark,658,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/658.png?raw=true,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two."
659,#010Ce,#659,Bunnelby,Normal,Normal,659,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/659.png?raw=true,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.
660,#011Ce,#660,Diggersby,Normal,Ground,660,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/660.png?raw=true,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites."
661,#014Ce,#661,Fletchling,Normal,Flying,661,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/661.png?raw=true,"Despite the beauty of its lilting voice, it’s merciless to intruders that enter its territory."
662,#015Ce,#662,Fletchinder,Fire,Flying,662,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/662.png?raw=true,"It will not tolerate other Fletchinder entering its territory, which has a radius of several miles."
663,#016Ce,#663,Talonflame,Fire,Flying,663,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/663.png?raw=true,Its favorite foods are Wingull and Pikipek. It attacks with a powerful kick and grasps them firmly in its talons.
664,#020Ce,#664,Scatterbug,Bug,Bug,664,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/664.png?raw=true,"The powder that covers its body regulates its temperature, so it can live in any region or climate."
665,#021Ce,#665,Spewpa,Bug,Bug,665,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/665.png?raw=true,"The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder."
666,#022Ce,#666,Vivillon,Bug,Flying,666,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/666.png?raw=true,The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.
667,#057Ce,#667,Litleo,Fire,Normal,667,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/667.png?raw=true,They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.
668,#058Ce,#668,Pyroar,Fire,Normal,668,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/668.png?raw=true,The male with the largest mane of fire is the leader of the pride.
669,#068Ce,#669,Flabébé,Fairy,Fairy,669,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/669.png?raw=true,"It’s not safe without the power of a flower, but it will keep traveling around until it finds one with the color and shape it wants."
670,#069Ce,#670,Floette,Fairy,Fairy,670,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/670.png?raw=true,It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.
